Year,Birth Rate,Mortality Rate,Divorces,
2021,7.281845472803603,15.057219543564246,1.8792222930982014,
2022,7.166213516115152,14.897156847207713,1.6781906954795873,
2023,6.8979428896254396,16.253670222274756,1.358613881021346,
2024,7.225955615096468,16.955007322243514,1.176585831813569,
2025,6.609227911831723,16.10347381542892,1.9778922650086201,
2026,6.095257154936082,15.850770030859326,1.7899684300027472,
2027,6.715788490547958,16.95820631232869,1.9667406514012875,
2028,6.286439968909018,16.470825195865494,1.6730875717586045,
2029,6.363176478177331,18.637494810420698,1.5897304308218865,
2030,6.743837983356787,17.994388899796366,1.4541437165798192,
