-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,
Amadora,9.597901026362386,10.359223000988258,9.081894113181805,9.45559282629108,9.514665841495399,9.51338216417118,9.08878017105015,7.315840895292367,7.303479425950423,8.662816808744843,8.10926482122341,8.049390968510139,7.770254141106456,8.22677997631855,8.62854119714746,7.681698083551739,
Cascais,11.461058478591932,10.786153265619067,11.424400428634556,11.813396192004534,11.346715714916376,11.175192620811316,10.83731601472807,11.242496646046504,12.339032338308456,10.987926499651735,11.321914681038916,11.325938370905167,11.738286474755995,9.485041502958257,10.954345282124269,11.474994031986707,
Lisboa,12.498288489553023,14.666212245107726,15.101050287531939,13.47470452230491,13.846890321120474,11.33640369871795,11.720225264745615,12.566062496384422,12.56049007792246,11.536699555070943,10.404598756260311,11.819150737666334,10.698304158205321,10.414257611844054,10.155369233506256,9.26596154604632,
Loures,8.917192929596482,8.005434240058198,7.494532408143569,8.11614860634657,8.115875720362594,6.542737416402222,7.238903394766756,6.902788439191239,7.499238884872993,6.171546399628307,7.229703610077564,6.816426144195833,6.870440104025015,7.226539570977041,5.3255092868982565,5.456449265311608,
Mafra,7.929437189417236,8.181557597299678,6.439671499014473,8.433656592755066,6.091930771421611,5.85002576208445,5.064434183444855,7.275147504337466,7.218862452178303,6.465866282138355,7.221580001832968,6.918461217479145,4.960884207057889,4.938548455139709,6.493812802482409,7.653891818787642,
Odivelas,9.006899861700411,7.8066712962962965,8.754391891891892,8.446328260064655,8.547366958387585,8.101162842304062,7.6143663144735285,8.635158297469886,7.0642491512626275,7.017878040109136,7.650233167558482,7.952600998929917,7.505387812607944,6.690125993378996,6.99841438501578,7.301116678049067,
Oeiras,8.09433015349705,7.691450183742505,7.492795633016954,7.656899844884251,6.881797688272182,6.541760903915644,6.381444413477631,6.204292310023196,5.871935692037242,9.468535645326334,5.660763978380861,5.584278654765052,5.894616067238104,7.223939355928671,6.462575990675995,6.543295568429842,
Sintra,8.164572707943446,7.69552981297918,7.361392826002636,8.42781520786846,7.430639677507631,7.603757163735745,6.930116267506195,7.626818005476967,7.255685484127729,7.085857915205542,6.383432347869671,6.67119747502465,6.303346417397703,5.867593102320261,6.61708809450112,6.562827520707616,
VilaFrancaDeXira,8.05694830083321,7.252954563706605,7.084815122510613,6.190676179850266,7.126287252990673,5.279753109871641,6.29805776959882,6.184419672175828,6.290636466711473,6.487536499093849,5.384803831075856,5.953304972993285,5.301562080571698,5.436431184070258,4.960273430165005,4.873608528985134,
Alcochete,7.420849587756877,7.17424396094934,6.362238918068502,5.944684255447873,6.314151832130716,6.745447776730827,6.917848738200801,6.880127627157614,6.583391196677018,5.6566111663432554,5.467067379388026,5.464074982383742,7.495732099107724,0,7.5111393174312475,6.69669813498549,
Almada,9.45497463450738,8.813374582999183,9.368497227513227,9.294639442258893,8.247818104279823,9.317633904706971,8.803465111902259,8.896632455330687,7.191074256993437,7.128184271726404,9.203707229803923,8.794069791278734,7.420632330255674,8.415421460348915,7.540970871950913,8.544022608081162,
Barreiro,6.999376479485072,8.129432854679262,7.286732286002,6.425353514852667,6.641499878829038,6.291767805605227,6.6580845943533795,6.506325366731455,5.897794923363846,6.021452361025461,6.395925315820073,5.508921154209942,6.621117578218199,5.678308186810416,6.412556612394274,5.477817909033116,
Moita,6.609449939722877,7.338980413088279,5.6852146113093,6.576934608760635,5.459450591977359,6.889315117482858,6.474972410856816,5.978682257681683,5.314102608077384,6.324542796563002,4.663977140558612,4.5329713462193215,4.518767025628146,5.226514389480141,4.9410713683264635,5.23019119689354,
Montijo,7.094179674480363,7.160916685457643,6.819421569005157,6.384177737561315,6.704822229166835,6.115675426315924,5.793573994928764,6.151237995655749,5.252834203479454,5.514779812769522,4.783560419351551,6.195890697813797,3.9350132472673116,7.007153948493258,4.82150594168808,7.556545373870089,
Palmela,6.256704445320149,7.347387017933535,6.933603349678133,7.44618409589049,8.067522052605089,6.786411396223599,7.114463273732817,6.184966930249643,7.723116111111112,5.129336205152804,8.388202772227787,6.302222302637675,9.019967307109372,8.969598135063496,6.663438703041189,9.08201744846994,
Seixal,7.651263406075442,7.6419020202020205,8.596038260573238,7.857779474006781,7.194871810693724,6.866074613168752,7.508385687142574,7.0211816094367725,5.944056477375625,5.8797299086957215,7.230210832103269,7.814479551024702,7.041438936161896,6.095174243692343,6.382530274180892,6.5727285690094295,
Sesimbra,6.0311629317446185,7.482235494736199,4.5159197696704325,5.489599195303445,5.421842617491192,5.761619118861493,5.179660014568402,5.136589704848374,5.037768238855888,5.822711569870379,5.545925074497041,4.598985259182239,5.754556888586419,5.008483461772282,5.662592679812472,4.913408135600632,
Setubal,7.533879874970275,8.30148083563276,7.813558396659022,7.845322507055009,6.371013858945853,7.911602848775589,5.252992520159795,5.162932901606899,6.834387816350268,6.9391948117679485,6.848193743650576,5.068105841238797,7.226419921453797,7.26247419431095,6.990342154188592,8.92372451233239,
